text	label
RT @ActualidadRT: El vehículo, en el que viajaban integrantes de una boda, colisionó con otro en una intersección. Las causas del accidente…	1
@TransMilenio Si con una ciclovia nocturna el trafico se colapsa  no me imagino como seria con esta obra.	0
@NoticiasCaracol porque no muestran las fotos donde aparece Uribe,los hijos de Uribe, y duque con el representante de odebrecht,  porque tapan tanto, muestren Uds tienen pruebas	0
Informe un accidente con lesión autopista Sur con 59 ya va a ambulancia	1
⚠ Se presenta camión varado en la Autonorte con calle 215, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Normalmente es difícil que algo concreto salga de una marcha, por lo que se queda más como una enunciación superficial de los deseos de un grupo de personas. Le corresponde a los lideres de esta o externos llevar este esfuerzo a algo realizable.	0
RT @gomez_cap: Para los q están en la Autopista Norte y en @TransMilenio se dice q hay accidente frente a Bima y el Portal Norte está siend…	1
Querer salir de trabajar e irme a dormir!	0
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""RT @el_pais: #EleccionesBrasil 🇧🇷 """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Prefiero que mi hijo muera en un accidente a que ande con un bigotón por ahí"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". Estas son algunas de las…"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
Yo estoy igual de indignada por lo de la vieja que atropelló a unos estudiantes, cómo por los policías que quemaron.Esa no es la forma.Ayer camine desde la 100 hasta mi casa dichosa solo porque sabía que estaban luchando por algo necesario para todos.Pero así no es!	0
Incidente vial caída de motociclista ‍🏍  en la calle 99F sur con carrera 68B,  sentido sur- norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico 44m más lento de lo habitual. https://t.co/n20bwPRrlX https://t.co/YUvFtBIR6J	1
@TransMilenio el accidente del pasado 05 de Diciembre en la estación de la granja que dejo un joven muerto, pudo haberse evitado si las puertas de transmilenio estuvieran en buenas condiciones, tienen que estar cerradas.	1
@tvn4496 @_El_Patriota @lcvelez @ELMASGODO @argiro1961 @juanjo311 Yo tengo tres carreras (1 universitaria y dos técnicas) y jamas en la vida se me ocurrió tirar una piedra para poder estudiar. Trabajé y estudié. Por que estos h.p vagos tenemos que pagarles el estudio QUE TRABAJEN ESOS HIJOS DE PUTA!!!!	0
@NoticiasCaracol Poner pico y placa a las motos es una buena medida pero no muy efectiva, el uso d la moto creciente aumento del parque automotor de este tipo de vehículo se debe a la falta de control en las normas de tránsito	0
Incidente vial entre 🚘 particulares en la Av Caracas con calle 49, sentido S-N Unidad de 👮 @TransitoBta asignada.	1
@EvaMariaSeFue_ Pero el que se perdió todu eso fue El, así que debes estar contenta💪💪💪😘😘	0
@Erikacarreno01 Osea que perdio la apuesta 🙈🙈🙈	0
congestion Por la calle 63 desde la carrera 50 a la carrera 16 oriente	0
Incidente vial entre particular 🚘 y motociclista ‍🏍  en la Av. NQS con carrera  39A, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Cuatro personas murieron, dos adultos y dos menores de edad, en un accidente de tránsito registrado en el puente La Dorada en la vía, cerca al municipio de San Alberto, sur del Cesar.La Policía informó que el vehículo chocó con un muro y cayó al río. #accidente #cesar https://t.co/MBP2zYybHB	1
#Bogotá Accidente en la calle 26 con carrera 19. Un carro de valores perdió el control y se fue contra el andén, atropellando varios peatones, entre ellos un sacerdote de 80 años, quien falleció.  Informe de Yolanda Gómez, presenta @MBEchandia en #FueraDelEstudio https://t.co/M8uH3lpWJJ	1
Se presenta accidente con tres personas fallecidas en la vía sentido Los Alpes - Facatativá a la altura de Indalpe. A la hora llega la unidad judicial para realizar el procedimiento de levantamiento. Se realiza el cierre total de la vía.	1
RT @MovValleyCauca: #MovilidadValle Continua la congestión en la vía Corozal - La Paila, a raíz del accidente presentado hace unas horas. L…	1
@lafm #MickeyMouse lo más lindo de disney felices 90. https://t.co/13u36ko8Nc	0
Para mi amigos Laboralistas ¿Se considera accidente laboral la caída de una trabajadora mientras se duchaba en su centro de trabajo? https://t.co/SkPBGX1U8m vía @LegalToday	0
En la calle 80, a la altura de la estación Polo (sentido occidente oriente), la gente se baja de los TransMilenios porque no se están moviendo. Así se ve afectada la movilidad debido a la #MarchaPorLaEducación ►https://t.co/V0IYCBMPmt https://t.co/hFHhfdpGp5	0
💥 🚘 particular choca contra 🛑 objeto fijo (Anden) en la carrera 15 con calle 173, sentido N-S Se asigna unidad de👮🏻 @TransitoBta. y 🚑	1
RT @CaracolRadio: #EnDesarrollo | Así se ve la Av. Suba con Calle 100 en Bogotá por cuenta de las intensas lluvias&gt;&gt;&gt; https://t.co/ASmnx5…	0
La gente si es muy rara ome jaja	0
RT @ansvcol: Los fallecimientos en accidentes de tránsito son la segunda causa de muerte violenta en los niños y niñas después de las muert…	0
@aph___23 No te nos tragues!!! 😢😢😢	0
La de Rufay si se equivocó horrible, no solo por el accidente de lesionarlo, es increíble cómo se durmió, parecía Henao.	0
⚠ Se presenta bus varado en la carrera  10 con  calle 12, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""@CARLOSFMEJIA @IvanDuque Irresponsable que usted diga esas palabras, la ultra derecha de Uribe corrompiendo cada una de las instituciones nos volvio el Venezuela de la derecha, no puede venir a decir que es un """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""plan perverso de izquierda"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" si el plan perverso de derecha ya esta en marcha"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
📢#Atención: nuevamente se presentan disturbios en la Av. Gaitán Cortés con Av. Villavicencio por parte de estudiantes de la @udistrital sede tecnológica, quienes bloquean la vía en ambos sentidos. Fuerza disponible en el punto. https://t.co/pJwYc3ADuF	0
Incidente vial entre bus 🚌 y intermunicipal 🚌, en la Calle 13 con Av. Boyacá , sentido or-oc.Unidad de 👮 @TransitoBta asignada.	1
@Falvarez736Jho @PuraCensura @TransMilenio Tan marica usted, es que se lo jalara niu seguido en el transmilenio.	0
RT @bomberostunja: 🚨 #AestaHora Atendemos accidente de tránsito en la carrera 11 Barrio Surináma 🚙 Se reporta leve congestión vehícular. ht…	1
Incidente vial entre particular  🚘 y taxi 🚖‍ en la Av. Circunvalar con calle 45, sentido sur- norte.Unidad de 👮 @TransitoBta asignada.	1
Una persona falleció tras fuerte accidente en la carrera décima con calle primera de mayo en Bogotá #MañanasBLU → https://t.co/WGzjCQI0cg https://t.co/VqWQ34hsOJ	1
📢#Atentos: inicia movilización de estudiantes @UNColombia por la Av. NQS con calle 45 hacia el sur. Al momento solo hay afectación del carril mixto.Por otro lado, estudiantes @udistrital avanzan por la carrera 7 con calle 40 hacia el sur. Carril (S-N) liberado y sin novedades.	0
Cuando al hacer transbordo en Sitp me cobran el pasaje completo. https://t.co/ngQ3DAdlcr	0
Buen drive 🎾📸 Marchas en París 🇫🇷 https://t.co/mEX4eQgCE6	0
Incidente vial entre taxi  🚖y un bus  🚌‍ en la Carrera 72 con calle 62 D sur.Unidad de 👮 @TransitoBta asignada.	1
@ferneygon @tikopineda @Bogota @TransMilenio Osea nunca empezamos por que se demora por que es demorado, es como decir que es mejor no nacer por que toca crecer, empezar con una línea de metro por la 68 seria acertado, con el tiempo @TransMilenio será más obsoleto de lo que ya es, además a un metro elevado como se colan?	0
#ChocoShow #seminariointernacionaldecacao #ProvocaUnChocolateCuando hoy desde Corferias el gran evento internacional del Cacao y chocolate.  Saberes y sobores de cacao para el mundo con Aromas de Paz https://t.co/sKDex8GZr1	0
@jrunda @Grinscooters @TransMilenio Le recomiendo @muvobike quizá no es tan versátil como las patinetes pero son eléctricas y en verdad son muy eficientes!	0
📢#Atención: a esta hora se presentan disturbios entre estudiantes de la @UNColombia y autoridades en la calle 26 con carrera 36 (Or-Occ).Desde el interior del plantel se evidencia que arrojan objetos hacia afuera. Sugerimos precaución al movilizarse por el corredor. https://t.co/OZ98gsikVt	0
⚠ Se presenta bus varado en la Carrera  7 con  calle 92, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Incidente vial entre bus 🚍 y furgón 🚚‍ en la  calle 13 con carrera 68, sentido occ- ori.Unidad de 👮 @TransitoBta asignada.	1
Los estudiantes están subiendo el puente de la NQS sobre la Calle 26 hacia el norte. Paso de tráfico mixto a un carril. Sin afectación de @TransMilenio	0
Ni a Pizano le dió un infarto, ni el accidente automovilístico de Cerón en Chile fue destino, ni Jorge Arango falleció por insuficiencia Cardíaca, ni Rafael Merchán se suicidó... Y jamás se sabrá quiénes están detrás de todas estas muertes por el caso Odebrecht.	0
Incidente vial entre  2 particulares 🚘‍ en la Av. Caracas con calle 77, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Luto en el col_ejercito  por fallecimiento de 4 militares en accidente de helicóptero.  Solidaridad con sus familias https://t.co/guTKPERL3i	0
⚠ Se presenta particular varado en la Autonorte con calle 209, sentido sur-norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Hermano @SilvestreFDC Felicitaciones por tu primer #LatinGrammy Toda lucha tiene su recompensa #EstoEsVida 📀🥇 https://t.co/hQw6q15Uw6	0
⚠ Se presenta camión varado 🚛, en la Av. Américas con carrera 73, sentido oc-or..Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Incidente vial entre  particular 🚘 y motociclista 🏍‍ en la carrera 95 con calle 64, sentido norte-sur.Unidad de 👮 @TransitoBta asignada	1
Incidente vial caída de motociclista ‍🏍  en la Calle 51 con carrera  70, sentido occ - ori. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Por favor, si usted va a las marcas que sea pacíficamente, sin violencia, no podemos quedar como los malos del paseo, cuando no lo somos, !SIN VIOLENCIA¡ #MarchaPorLaEducacion #MarchaSinEncapuchados  #ParoNacional	0
Incidente vial entre taxi 🚖 y un ciclista ‍🚴🏽‍ en la calle 72 con carrera 110, sentido occidente - oriente. Unidad de 👮TransitoBta y 🚑 asignadas.	1
Video muestra choque de buseta escolar frente a universidad en Cali► https://t.co/1ufIbXDnLn https://t.co/WOP8zbcycx	1
Choque simple entre   bus  y camión ‍ en la carrera  68 con calle 11, sentido sur - norte.	1
@SectorMovilidad @idubogota @Bogota @CanalCapital @teusaquillo13 @cazainfractor @multandoBog @Bocarejo_JP Ya llegan a boulevar niza, en las narces de los policías de transito.	0
📢#AEstaHora la marchas de los indígenas avanza por la carrera 13 con calle 32, sentido norte - sur. https://t.co/1YQTGOs9zR	0
@_Liinnii @TransMilenio @PoliciaBogota @sitpbogota @Bogota @CanalCapital @SectorMovilidad @SeguridadBOG @JGarciaG1 @BogotaInter_nal @idubogota Buen día, a la hora los estudiantes ingresan a la @UNColombia . Se presenta congestión en el corredor de la NQS debido al represamiento que se genero por la marcha. No se tiene reporte de mas novedades a la hora.	0
Ok, ya me muerdo la lengua, me aceptó la reclamación una funcionaria de @Avianca en @BOG_ELDORADO y de forma muy amable me compensó con millas y se disculpó por el incidente. Todo hay que decirlo pues también.	0
Incidente vial entre taxi 🚖 y ciclista ‍🚴‍ en la Av Caracas con calle 48.Unidad de 👮 @TransitoBta asignada.	1
@gin814 Hola, tenemos registro de un incidente a la altura de la Av. Boyacá, donde también se está llevando a cabo una obra de mantenimiento en el puente peatonal. Feliz día	1
Carrera 80 por calle 46 Sur en la Agoberto Mejía necesitan ambulancia y tránsito, para motera lesionada @TransitoPolicia @BogotaTransito @SectorMovilidad @SectorSalud	1
Piden difundir:”Las víctimas procedentes de Bogotá viajaban en un automóvil particular con destino a la ciudad de Santa Marta, donde pasarían vacaciones, cuando murieron en un accidente de tránsito la mañana...2 adultos y 2 menores” https://t.co/duJwl0zuhU	1
Ya hay  recursos en la carrera 11 calle 85 choque con lesionados	1
Por eso agt la soltería forever.	0
Incidente vial entre dos particulares 🚘‍ en la calle 17a sur con carrera 10 B Este.Unidad de 👮 TransitoBta asignada.	1
RT @sandevr1: Lamentamos accidente de tránsito vía Arboletes - Montería, alparecer por microsueño en el km 56+200 sector El Floral. El hech…	1
@adsuara Problemas con la parálisis que sufrí de un accidente. Todavía sigo aprendiendo a escribir. Y mi cerebro pulsa XVII pero mis manos van a su aire y teclean VXII. 😎	0
⚠ Se presenta volcamiento de vehículo en la Autonorte con la calle 134, sentido norte - sur. Se gestiona unidad de  @TransitoBta y 🚑 .	1
⚠ Se presenta camioneta 🚙 varado en la carrera  7 con  calle 76, sentido  sur - norteSe gestiona unidad de 👮 @TransitoBta y asistencia	0
@FelipeDuqueM1 @petrogustavo @CarlosCarrilloA Pues 8 millones y contando no piensan como usted.  Su simple opinión no es más que éso.  ¡Cuánta basura en cada trino de este sujeto!	0
#LaEducaciónEsLaEsperanza marcha por la Universidades públicas https://t.co/WBrfkxLEKV	0
💥  Incidente vial entre  particular 🚘 y  bus 🚍 en la Av Villavicencio con Av Boyacá, sentido norte-sur.Unidad de 👮 TransitoBta asignada.	1
Muere pasajera de taxi por accidente de tránsito en el sur de Bogotá https://t.co/gebd3JMkzY https://t.co/ZdIuAkWzfD	1
la Avenida Primero de Mayo hacia el Oriente están presentando congestión desde la calle 45 Sur hasta el hospital de Kennedy calle 40 Sur	0
Cierre parcial Corredor Los Alpes -Villeta PR 71+000, por choque entre 02 vehículos, unidades atendiendo la emergencia, ¡Transite con precaución!	1
@DanielSamperO Yo vivi un escándalo que duro 4 años unos decían elefante blanco o coca y proceso 8.000 este presidente nunca pago cárcel por narcotráfico y traqueteo.. y hoy ese presidente llamado Ernesto Samper  levanta la mano para acusar a otro que hace lo mismo con dinero igualitos de corru	0
RT @DNBomberosCol: El cuerpo de #BomberosGuamal (Meta) atendió accidente de tránsito entre motocicleta y Camión en la Calle 10 del Barrio C…	1
RT @Asecarga: #AEstaHora nos informan de accidente cerca al peaje de la loma/Cesar vehículos comprometidos bus/camión/tractor autoridades e…	1
¡NECESITAMOS TU FUERZA!#VamosASoñarMásFuerte otra vez, es el momento de construirlo juntos, #UnidosSomosMásFuertes, ¡VAMOS SANTA FE! 🇮🇩 🦁 https://t.co/Nipoqxd4Js	0
#AEstaHora estudiantes de la @UNColombia y el Colegio Mayor de Cundinamarca llegan a la calle 80 con Av. Boyacá hacia el occidente, mientras la cola de la marcha avanza por la calle 73. https://t.co/YVA0PYyy8B	0
Incidente vial entre dos motocicletas  ‍🏍 en la carrera 103 con Av. Esperanza, sentido oriente - occidente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
HOY ÚLTIMAS FUNCIONESNo te pierdas #LaNegociación el documental de @MargaritaM en #manizalesCentro Comercial Fundadores // 1:00 pm.Compra tus entradas en:https://t.co/HAsDtI3fzZ@alegriacomunica #IreAVerLaNegociacion https://t.co/UjyRxllpz8	0
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""#ProcesoDeFormación 'Herramientas para el fortalecimiento de la participación incidente' con integrantes de la """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Comisión Local Intersectorial de la Participación"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" de la localidad de Usme. #BogotáEstáParticipando https://t.co/5Pk03OhQ4A"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
Se sigue advirtiendo a los motociclistas de: mancha de aceite en la cl 50 sur con kr 5 ya van tres caídas de los cuales 2 han salido lesionados por favor eviten esa zona o háganlo con precaución	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""De haberte querido tanto me confieso culpable"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" #Confesión de @El_Kanka en compañía de @SantiCruz suena delicioso. 👏🏻👏🏻👏🏻👏🏻"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
RT @patdilon: Muerte de testigo principal de Odebrecht, Jorge Enrique Pizano, la muerte de su hijo, tres días después. El extraño accidente…	0
⚠ Se presenta volcamiento de vehículo en la Av. Circunvalar con la calle 34, sentido sur - norte. Se gestiona unidad de 👮 @TransitoBta y asistencia.	1
💥  Incidente vial entre 🚘 particulares en la calle 17 con carrera 77, sentido Or-OccUnidad de 👮 @TransitoBta asignada	1
Dios me bendiga por besar tan deli.	0
Rt Accidente de tránsito con herido en la Kr 18B * cl 6	1
⚠ Se presenta taxi varado en la Autosur con  Av. Villavicencio, sentido occidente - oriente.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Incidente vial entre  particulares 🚘‍ en la carrera 7 con calle 155, sentido norte- sur.Unidad de 👮 TransitoBta asignada.	1
Ella quiere beber ella quiere bailar	0
📢#Atención: aproximadamente 300 estudiantes del @SENAComunica se encuentran en frente de la sede carrera 30 sobre la calle 14, donde se espera inicien su recorrido hacia el norte por la Av. NQS hasta la @UNColombia. https://t.co/w5f8ZkXWbo	0
Ola buenos días, para dedicarle te bote remix al Brayan Stiven	0
RT @elespectador: Un muerto y cuatro heridos deja accidente en la Calle 26, en Bogotá. https://t.co/8XBmZyDrpw	1
Accidente en Carrera 29 C #traficobogota. Tráfico 23m más lento de lo habitual. https://t.co/z1tHOPPqdL https://t.co/52XFZ9PCNt	1
Incidente se presenta caída de motocicleta ‍🏍 en la Av. Esperanza con carrera  97, sentido oriente - occidente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""#EnVivo | """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Estamos ampliando la cooperación con @Colciencias"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""": @IvanDuque a esta hora a través de #Econoticiashttps://t.co/AHwTlZ4oG9"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
Cómo controlar lo que ven sus hijos en el televisor https://t.co/4qdzxO4nL7 vía @technocio	0
💥  Incidente vial entre particular 🚙 y taxi 🚖 en la Av. Villavicencio con Av 1 de mayo, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
@TransMilenio por favor enviar bises la calle 80 esta colapsada por el accidente de la.avda cali.... estamos desde las 7 y no se puede ingresar por la gran cantidad de gente	1
Ven y prueba lentamente #maki a #maki el sabor del #furinkazan con todo el sabor de #asia combinado con sabores de nuestra tierra ... envuelto en #platanomaduro con #langostinostempura en… https://t.co/bPbqJZg10c	0
💥  Incidente vial entre camioneta  🚙 ‍y un ciclista 🚴‍ en la Av. Boyaca  con calle 66.Unidad de 👮 @TransitoBta asignada.	1
Se presenta caída de motociclista 🏍️ en la calle 13 con carrera 80, sentido oriente - occidente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
RT @BluRadioCo: Por accidente de tránsito, se encuentran detenidos los carriles rápido y de @TransMilenio en la carrera 30, sentido norte-s…	1
@SectorMovilidad accidente entre particular y motocicleta en la Av. Ciudad de Cali, sentido sur -&gt; norte, sobre el CC Hayuelos	1
Incidente vial entre  taxi  🚖 y camioneta 🚙  en la Calle 26 con av boyacá, sentido oriente-occidente. Unidad de 👮@TransitoBta  asignada.	1
